Wreck ID,Strauss ID,Name,Parker Number,Sea area,Country,Region,Latitude,Longitude,Min depth,Max depth,Depth,Period,Dating,Earliest date,Latest date,Date range,Mid point of date range,Probability,Place of origin,Place of destination,Reference,Comments,Amphorae,Marble,Columns etc,Sarcophagi,Blocks,Marble type,Other cargo,Hull remains,Shipboard paraphernalia,Ship equipment,Estimated tonnage,Amphora type
8998,0,Monemvasia - Kremmydi,,,Greece,Laconia,36.68148,23.05687,4,7,7m,Roman,C1st-4th AD,1,350,0,0,0,,,"http://chronique.efa.gr/index.php/fiches/voir/127/                   Dellaporta, A., AD 54 (1999) [2006], p. 1023.
Spondilis, H., AD 54 (1999) [2006], p. 1025.",Three Roman wrecks are reported in the bay of Kremmydi,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8721,0,Secche della Circe,,,Italy,Sicily,36.70441,14.92389,0,0,,Byzantine,C4th-5th AD,400,499,0,0,0,,,http://www.archeosub.it/news2004/news0408.htm,Presumably a cargo of amphorae.,TRUE,FALSE,FALSE,FALSE,FALSE,,,"In good condition, the ship measured 20m x 6m.",,An iron anchor has been brought up.,0,
7539,0,Bozburun Byzantine,111,Eastern Mediterranean,Turkey,Marmaris Peninsula,36.71666,28.08333,30,37,37m,Byzantine,late C9th  AD,875,900,0,0,0,Crimea,,"http://www.diveturkey.com/inaturkey/selimiye.htm        L. Dillon Gorham and V. Bryant, IJNA 30 (2001), 282-298;  S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 61-63; M. Harpster, IJNA 34 (2005), 88-94; M. Harpster, IJNA 38 (2009), 297-313           http://www.inadiscover.com/projects/all/southern_europe_mediterranean_aegean/bozburun_turkey/introduction/",Dating changed since Parker 1992 as the site was re-examined by the INA from 1995-98. The hull remains provide some of the earliest evidence for the arithmetical design and construction methods that later dominated ship building in the Mediterranean.,TRUE,FALSE,FALSE,FALSE,FALSE,,,"Quite well preserved with the keel and most of the starboard side of the bottom surviving. Probable size 15 x 5m. White oak keel and planking from NW Anatolia, felled in AD 874, unusual use but suggests emphasis on strength and durability. Construction sequence is notable as a mix of Classical period edge fastenings and frame-based design. Brushwood dunnage was still inplace between some of the amphorae.","At least 10 cooking pots, all black with a nearly spherical body, a flared rim and 1 or 2 broad strap handles; 6 pitchers; 2 copper jugs; a set of 3 very fine glass goblets with a small, mould-blown glass bottle; a lamp amd a bronze steelyard beam with lead counterweight. A very small elephant tusk, the left antler of a deer and a lump of arsenic sulfide (for pigments)  were presumably personal items.Absence of coins and valuables suggest that the crew had time to collect their things and abandon ship.","An anchor, of typical early Byzantine cruciform pattern.",,
8989,0,Polyaigos (marble),,Southern Aegean,Greece,Polyaigos,36.73528,24.54483,0,0,,,,1,350,0,0,0,,,"http://chronique.efa.gr/index.php/fiches/voir/544/          Dellaporta, A., Dimitriadou, Th., AD 54 (1999) [2006] B’2, p. 1031.",,FALSE,TRUE,TRUE,FALSE,FALSE,A single column of cipollino from Carystos was found that may come from an otherwise unknown wreck transporting architectural elements.,,,,,0,
8984,0,Polyaigos,,Southern Aegean,Greece,"Cyclades, near Kimolos",36.75729,24.54483,0,0,,Classical,end C5th-1st half C4th BC,-420,-350,0,0,0,,,http://www.balkantravellers.com/en/read/article/1720              http://www.in.gr/news/article.asp?IngEntityID=1099326&IngDtrID=253,"The shipwreck, first spotted in 2004, was initially explored by underwater archaeologists in the fall of 2009. These excavations resulted in the discovery of valuable archaeological objects, including amphorae, ceramic vases and fragments of the vessel’s anchor. At least three types of amphorae were identified, one of which originated from ancient Peparithos (the island of Skopelos), while the others were closely identified with Classical Era amphorae workshops of the northern Aegean.",TRUE,FALSE,FALSE,FALSE,FALSE,,Ceramic vases,,,Parts of the ship's anchor were also found,0,
8928,0,Scauri,,,Italy,Sicily (Pantelleria),36.76803,11.96363,6,10,10m,Late Roman,Late C5th AD,475,500,0,0,0,Africa,Sicily/Rome?,"G. Lattanzi, Navi e Citta Sommerse (2007), 126                 http://www.regione.sicilia.it/beniculturali/archeologiasottomarina/prod_editoriali/op_scras/Opuscolo%20SCRAS-Pag%2023_31.pdf","Discovered in 1997 and excavated in 1999, a cargo of ceramics on baord a ship that may have sunk due to an onboard fire.",TRUE,FALSE,FALSE,FALSE,FALSE,,"Ceramics - cylindrical pots, bowls and cups; glass bottles and beakers in fragments. Oil lamps and some Sigillata Africana D",Few remains,Numerous remains of wildlife (especially teeth) including goat. A silver ring decorated with a piece of green glass.,,0,
8715,0,Caucana,,,Italy,Sicily,36.78529,14.51396,1,2,2m,Byzantine,C7th AD,700,800,0,0,0,,,http://www.archeosub.it/news2002/news0207.htm,A vague report of a Byzantine wreck that seems to have been a merchant ship.,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
9050,0,Camarina bronzes,,,Italy,Sicily,36.84438,14.45011,7,7,7m,Roman Imperial,C1st-2nd AD,1,200,0,0,0,,,http://www.archeosub.it/news2000/news0011.htm#camarina,A cargo of bronzes discovered in 2000.,TRUE,FALSE,FALSE,FALSE,FALSE,,"Bronze objects including oil lamps, bronzes similar to those found in the noble houses of Pompeii and Herculaneum, decorative pots, braziers, chandeliers and parts of statuettes of Mercury.",,A 35 cm section of a small altar.,,0,
8803,0,Pabuç Burnu,,Aegean,Turkey,Marmaris Peninsula,36.97341,27.56195,34,36,36m,Greek,C6th BC,-575,-550,0,0,0,Southeast Aegean,,"http://ina.tamu.edu/yasymposium/PDFs/Greene.pdf                  http://ina.tamu.edu/pabucburnu/   Polzer, M.E. 2004. An Archaic Laced Hull in the Aegean: The 2003 Excavation and Study of the Pabuç Burnu Ship Remains. INA Quarterly 31.3: 3-11          E. Greene et al, AJA 112 (2008), 685-711","Twenty-eight of the amphorae have been studied and there is a distinct lack of standardization in capacity despite relatively consistent linear dimensions. a modest-sized merchant vessel unlikely to have sailed beyond the immediate area between Rhodes and Miletus. The wreck, which carried an assortment of coarseware cups, bowls, and pitchers, along with about 250 amphoras that probably carried wine or olive oil. The site covers an area of 26m x 14m and was excavated in the early 2000s.",TRUE,FALSE,FALSE,FALSE,TRUE,,"A heavy concentration of grape seeds in the lower region of the site suggests that the ship also carried a bulk cargo of grapes or raisins, perhaps packed in sacks or baskets, which did not survive underwater.",Construction features visible on six fragmentary planks recovered from the ship's hull reveal that it was laced together. Such lacing of planks appears in Homer's Odyssey where the hero builds a boat for his journey away from the island of Calypso (5.244-8). There is also evidence for an early adaptation of mortise and tenon joinery.,"An assemblage of plain wares (bowls, mortars, and pitchers) and Ionian cup sherds decorated with black slip. These are likely all of southern Ionian production.","A large, stone anchor stock from near the center of the site (M10). It has a wide notch carved at its mid-point, measures 1.65 m (5.4 ft) long, and weighs 115 kg. A similar shaped smaller stone anchor was found farther down the slope.",10,
8609,0,Yassi Ada A,1239,Aegean,Turkey,between Turkish mainland and Kos,36.99166,27.19583,32,39,39m,Byzantine,first half C 7th AD,625,630,0,0,0,,,"P. Van Alfen, JRA 9 (1996), 189-213; S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 45-52; http://ina.tamu.edu/yasymposium/PDFs/Van%20Doorninck2.pdf","A well preserved 21m ship carrying 3 rows of about 900 amphorae. The ship can be dated from 16 gold coins and 50 copper coins to AD 626, as all but one gold coin were issues of the Emperor Heraclius. The ship may have belonged to the Church and was transporting low-grade wine intended for Byzantine troops. The ship, with a  slim 4:1 length to width ratio, sharp bow and full stern was designed for speed and carried a lateen sail. At the stern was a large galley complex, well equipped to serve food and drink to quite a number of passnegers.",TRUE,FALSE,FALSE,FALSE,FALSE,,,"Well preserved. A fairly weak construction of widely spaced, small and unpeggedd mortise and tenon joints only up to the waterline; above that hull planking was fixed to already erected framing.","At least 40 iron carpentry tools, numerous cooking wares and copper containers, coins, fishing equipment and 16 oil lamps. 8 bronze weights (and 1 of glass) and at least 3 steelyards, the largest of which is 1.46m long and decorated at one end with a boar's head terminal. Its sculptural counterweight was a bust of the goddess Athena. A bronze censer and cross.","11 iron anchors with straight arms set perpendicular to the shank, a cruciform anchor design used from the C4th-10th AD. Three of the anchors weighed 78.75kg, another one 110.25kg and another three were sheet anchors weighing 141.75kg.",60,
8610,0,Yassi Ada B,1240,,Turkey,between Turkish mainland and Kos,36.99166,27.19583,36,42,42m,Byzantine,late C4th-early 5th AD,375,435,0,0,0,Aegean,,"S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 51.","A 19m long by 8m wide ship carrying 1,100 probably Aegean amphorae some of which are now displayed in the Bodrum Museum.",TRUE,FALSE,FALSE,FALSE,FALSE,,,"The port side of the hull was well preserved up to the waterline. Mostly cypress wood but with a keel of white oak, with a shell-first construction. Mortise and tenon joints were used but are small and widely spaced and more easily assembled than they normally were in Roman hulls.","A spacious galley set down in the stern had a rough-stone firebox. At least 6 pantry jars, a funnel, 4 cooking pots, 11 pitchers, a cup, a bowl, 2 large plates, a smaller dish, 5 glass vessels, a copper jug, possibly 3 steelyards, some copper coins, a casting net and 4 lamps, 1 signed KY from an Athenian workshop.",,,
8224,0,Plemmirio B,834,,Italy,Sicily,37.00001,15.3297,22,47,22-47m,Roman Imperial,late C2nd-early 3rd AD,175,225,0,0,0,North Africa,Rome,"D. Gibbins, Antiquity 71 no.272 (1997) and World Archaeology 32 (2001), 311-334",A cargo of North African amphorae which had been looted before excavation,TRUE,FALSE,FALSE,FALSE,FALSE,,,Fragments of timber. The ship probably only measured 12-18m in length.,"Surgeon's instruments including a wooden bandaging stick, 3 copper alloy scalpel handles, 2 with long slender dissectors suitable for opthalmic surgery, the 3rd was attached to a corroded iron instrument which may have been a solid cataract needle or cautery. Tiles and bricks from the galley's roof and hearth; at least 22 different items of table and kitchen pottery; 4 oil lamps; 2 glass vessels. fishing weights. Several individual amphorae","A sounding lead, one of the few to date later than the early Imperial period; ferrous concretions of anchors",12,
7857,0,Gela A,441,,Italy,Sicily,37.03333,14.26666,5,5,5m,Greek,C 5th BC,-525,-475,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 458; G. Fiorentini, in Quaderni dell'Istitituo di Archeologia della Facolta di Lettere e Filosofia della Universita di Messina 5 (1990), 25-39; G. Lattanzi, Navi e Citta Sommerse (2007), 109- 13                                                                                                                                                                                                                http://news.bbc.co.uk/1/hi/world/europe/7531639.stm for video of 2008 raising of hull",The ship was constructed with the sewn technique.,TRUE,FALSE,FALSE,FALSE,FALSE,,Pottery,,"A bronze tripod, 4 small clay altars, a bone flute and stylus and 8 vegetal fibre baskets.",,,
8873,0,Gela B,,,Italy,Sicily,37.04304,14.25441,0,0,,Greek,mid C5th BC,-475,-425,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 458; F. Facenna, in  Atti del Convegno Nazionale di Archeologia Subacquea. Anzio 1996, (1997), 143-146.",Survey of the hull began in 1997.,FALSE,FALSE,FALSE,FALSE,FALSE,,,Mortise and tenon technique seen in the hull construction although there is at least one sewn repair. The hull is protected by ballast stones cf Gela A.,,,0,
7377,0,Bay of Naousa,,,Greece,Paros,37.12295,25.22598,,,,,,-100,-1,0,0,0,,,Five wreck sites?,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
8968,0,Korakia (Porto heli),,,Greece,Argolic Gulf,37.31266,23.1269,0,0,,Early Byzantine,C6th-7th AD,500,700,0,0,0,,,http://www.ienae.gr/e107EN/page.php?3,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8969,0,Vlychos (Hydra),,,Greece,Argolic Gulf,37.34599,23.44757,0,0,,Early Byzantine,C6th-7th AD,500,700,0,0,0,,,http://www.ienae.gr/e107EN/page.php?3,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8971,0,Metochi,,,Greece,Argolic Gulf,37.40721,23.39641,0,0,,Early Byzantine,C6th-7th AD,500,700,0,0,0,,,http://www.ienae.gr/e107EN/page.php?3,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8657,0,Point Iria,,,Greece,Argolid,37.45727,23.00468,12,27,27m,Late Bronze Age,C 13th BC,-1250,-1200,0,0,0,Southern Cyprus,,"http://www2.rgzm.de/navis/cargo/Iria/Iria.htm            Master Seafarers: The Phoenicians and the Greeks (Periplus, 2004), 105-111.","Cypriotic origin, dated to ca 1200 BC, lying on 12-27 m depth. Transporting Cypriotic pottery. The ship was probably less than 10 m long. Investigated by the Hellenic Institute of Marine Archaeology in 1991-1995.",TRUE,FALSE,FALSE,FALSE,FALSE,,"25 pieces of Mycenaean and Cypriot pottery, and Cretan transport jars. ""Cypriot pithoi and LH/LM IIIB 2 pithoid jars) and medium size ones (Cretan stirrup-jars, Cypriot jugs and an amphora with incised linear signs).""  ""a few decorated Mycenaean vases in fine ware (a deep bowl krater and one or two deep bowls)""",,A Cypriot heavy broad-based water jug (jug A20 or the 'Tsouchlos jug').,,0,
8723,0,Sciacca,,,Italy,"Agrigento, Sicily",37.49603,13.08025,20,25,23m,Roman Republic,C1st BC,-100,0,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 458",,FALSE,FALSE,FALSE,FALSE,FALSE,,,Yes.,"Some lamps and amphorae, although these may be cargo??",A lead anchor stock.,0,
8903,0,Mazarron 1,,Western Mediterranean,Spain,near Cartagena,37.53993,-1.27578,0,0,,Phoenician,second half C 7th BC,-650,-600,0,0,0,,,"I. Negueruela, J. Pinedo et al, IJNA 24 (1995), 189-197  and 30 (2001); Master Seafarers: the Phoenicians and the Greeks (Periplus, 2004), 41-45.          http://inadiscover.com/projects/all/southern_europe_mediterranean_aegean/mazarron_timber_study_spain/introduction/            http://www2.rgzm.de/navis/ships/Ship058/Ship058Engl.htm","A small C 7th BC ship discovered in 1994 during the building of a marina on the Playa de la Isla and excavated in 1999. The ship measured only 5.5 x 1.3m but 7,500 artefacts have been recovered, the majority of which may have been the crew's possessions.  The planks of the hull are joined with pegged mortises and tenons; the frames of the ship, however, are lashed. In addition, the edges of the planks are beveled and sewn. The Mazarrón 1 appears to be an extremely important transitional ship for the study and understanding of shipbuilding evolution in antiquity.",TRUE,FALSE,FALSE,FALSE,FALSE,,"Urns, baskets, mortars, religious objects and carafes.",Well preserved hull buried under a thin layer of sand. Some keel fragments were preserved measuring 4m and 9 planks were attached to the hull by mortise and tenon joints. The hull was coated in resin. Several pieces of petrified rope were also discovered.,"Flat and round-bottomed plates, pots and pans. A finely crafted silver scarab ring and a bronze spear.",,0,
9030,0,Aci Trezza 1,,,Italy,Sicily,37.55855,15.16199,25,35,35m,Roman Imperial,C1st-4th AD,1,400,0,0,0,,,http://www.sportesport.it/wrecksSI015.htm,,TRUE,FALSE,FALSE,FALSE,FALSE,,,Tiles from the cabin.,,Lead and iron anchors,0,
9031,0,Aci Trezza 2,,,Italy,Sicily,37.55917,15.1656,18,18,18m,Roman Imperial,C1st-4th AD,1,400,0,0,0,,,http://www.sportesport.it/wrecksSI015.htm,This second ship was found near the harbour of the Southern rock of Ciclopi Islets.,FALSE,FALSE,FALSE,FALSE,FALSE,,"A cargo of millstones, of which 20 have been recovered and are now exhibited at Naxos Antiquarium.",,"A beautiful lead  ""Romano da Stadera"",  (a balance weight) representing Athena  was found between two rocks: it was probably used as a sound.",,0,
8718,0,Porto Palo di Menfi,,,Italy,Sicily,37.57434,12.91082,2,4,4m,Roman Republic,C2nd BC,-200,-100,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana, (2002), p. 458; B. Basile, in Atti del Convegno Nazionale di Archaologia Subacquea. Anzio 1996,  (1997), 147-152                        http://www.regione.sicilia.it/beniculturali/archeologiasottomarina/prod_editoriali/op_scras/Opuscolo%20SCRAS-Pag%2023_31.pdf            http://www.archaeogate.org/subacquea/article/77/6/archeologi-in-fondo-al-mare-di-gianfranco-purpura.html","Excavated by the G.I.A.S.S. Group, the site covers an area 16 x 6m, unusually for Sicily is in shallow waters.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,"Ceramics including a pyx with black paint, maybe an inkwell, and fragments of dishes and cups",,0,
8717,0,Capo Feto,,,Italy,Sicily,37.65552,12.53694,0,0,shallow,Hellenistic,C4th or C3rd BC,-500,-300,0,0,0,,,"G. Lattanzi, Navi e Citta Sommerse (2007), 127     http://www.regione.sicilia.it/beniculturali/archeologiasottomarina/sez_eventi/capo%20feto.htm",,FALSE,FALSE,FALSE,FALSE,FALSE,,,A portion of the keel and part of the stern.,,Ballast stones,0,
8060,0,Marsala A,663,,Italy,Sicily,37.74462,12.4669,2,2,2m,Norman/Arab,C12th AD,1150,1200,0,0,0,North Africa,Sicily,"G. Lattanzi, Navi e Citta Sommerse (2007), 116; M. Bonino, Archaeologia Mediterranea maritima 2007, 179-190",,FALSE,FALSE,FALSE,FALSE,FALSE,,,The remains show the early development of the skeleton building technique on a ship that measured 15.5m x 4.5m,,,,
7528,0,Preveto,,,Italy,Sicily - Egadi Islands,37.9144,12.2864,,,,Arab,C10th AD,1000,1100,0,0,0,,,,The first Arab wreck found in Sicilian waters.,TRUE,FALSE,FALSE,FALSE,FALSE,,"Cups, pitchers and bowls. Many tiles.",The ship measured at least 25m long,,,,
8713,0,Trapani,,,Italy,Sicily,37.94629,12.48664,0,0,,Roman Imperial,C3rd AD,200,300,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 458",Excavated by the G.I.A.S.S. Group,TRUE,FALSE,FALSE,FALSE,FALSE,,,A section is preserved.,,,0,
8813,0,Capo d'Armi,,,Italy,Calabria,37.95864,15.66942,0,0,,,,-40,100,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 134, area 17",The probable remains of a a cargo of amphorae.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
7385,0,Ithaki 2,,Ionian,Greece,Between Ithaki and Cephalonia,37.98909,20.76965,60,60,60m,Roman Rep/Imp,C1st BC - 1st AD,-100,100,0,0,0,,,"www.norwinst.gr/Feltarbeid/Ithaki.htm (2000); K. Delaporta et al. IJNA 35 (2006), 79-87.",A cargo of several thousand amphorae froma ship estimated to have been 25m long.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,
7386,0,Ithaki 4,,Ionian,Greece,Between Ithaki and Cephalonia,37.98909,20.76965,,,deep,,,,,0,0,0,,,"www.norwinst.gr/Feltarbeid/Ithaki.htm (2000); K. Delaporta et al. IJNA 35 (2006), 79-87.",A cargo of lead ingots.,FALSE,FALSE,FALSE,FALSE,FALSE,,Lead ingots.,,,,,
7387,0,Ithaki 3,,Ionian,Greece,Between Ithaki and Cephalonia,37.98909,20.76965,,,,Roman Republic,C1st BC,-100,-1,0,0,0,,,"www.norwinst.gr/Feltarbeid/Ithaki.htm (2000); K. Delaporta et al. IJNA 35 (2006), 79-87.",A cargo of roof tiles.,FALSE,FALSE,FALSE,FALSE,FALSE,,Roof tiles.,,,,,
8722,0,Cala Minnola,,,Italy,Sicily,37.99504,12.35309,27,30,30m,Roman Republic,first half C1st BC,-100,-50,0,0,0,,,http://www.regione.sicilia.it/beniculturali/archeologiasottomarina/,A cargo of Dr 1B amphorae much looted before its excavation in 2005. It is now on CCTV to allow people to see the wreck from dry land.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Some fragments of wood.,Fragments of coarseware and black-gloss pottery.,"Lead pipes from  the bilge pump, an anchor.",0,
